493,"Adhiparasakthi College Of Engineering"
494,"C.Abdul Hakeem College Of Engineering And Technology"
495,"G.G.R. College Of Engineering"
496,"Ganadipathy Tulsi's Jain Engineering College"
497,"Priyadarshini Engineering College"
498,"Ranippettai Engineering College"
499,"Sri Nandhanam College Of Engineering And Technology"
500,"Saraswathi Velu College Of Engineering"
501,"Thanthai Periyar Govt Institute Of Technology"
502,"Bharathidasan Engineering College"
503,"Kingston Engineering College"
504,"Shri Sapthagiri Institute Of Technology"
505,"Global Institute Of Engineering And Technology"
506,"Podhigai College Of Engineering And Technology"
507,"Sri Krishna College Of Engineering"
508,"University College Of Engineering, Villupuram"
509,"University College Of Engineering, Tindivanam"
510,"Surya School Of Architecture"
511,"Vedhantha Institute Of Technology"
512,"Annai Teresa College Of Engineering"
513,"Dr. Pauls Engineering College"
514,"Ifet College Of Engineering"
515,"Mailam Engineering College"
516,"T.S.M. Jain College Of Technology"
517,"V.R.S. College Of Engineering And Technology"
518,"E.S Engineering College"
519,"Maha Barathi Engineering College"
520,"Sri Aravindar Engineering College"
521,"Surya Group Of Institutions"
522,"A.R. Engineering College"
523,"A.K.T. Memorial College Of Engineering And Technology"
524,"Sri Rangapoopathi College Of Engineering"
525,"Saraswathy College Of Engineering & Technology"
526,"Idhaya Engineering College For Women"
527,"Renganayagi Varatharaj College Of Engineering"
528,"Sethu Institute Of Technology (Autonomous)"
529,"Kamaraj College Of Engineering And Technology"
530,"Mepco Schlenk Engineering College (Autonomous)"
531,"P.S.R Engineering College (Autonomous)"
532,"Sree Sowdambika College Of Engineering"
533,"V.P.Muthaiah Pillai Meenakshi Ammal Engineering College For Women"
534,"Kalasalingam Institute Of Technology"
535,"P.S.R.Rengasamy College Of Engineering For Women"
536,"Sri Vidya College Of Engineering & Technology"
537,"SRM"
538,"Vinayaka Missions University (Deemed), Salem"
539,"Indira Gandhi Medical College & Research Institute, Puducherry"
540,"Mahatma Gandhi Medical College & Research Institute, Pondicherry"
541,"Pondicherry Institute of Medical Sciences & Research, Pondicherry"
542,"Sri Lakshmi Narayana Institute of Medical Sciences, Pondicherry"
543,"Sri Manakula Vinayagar Medical College & Hospital, Pondicherry"
544,"ACS Medical College and Hospital, Chennai"
545,"Annaii Medical College and Hospital, Pennalur, Kanchipuram"
546,"Annapoorna Medical College & Hospital, Salem"
547,"Chengalpattu Medical College, Chengalpattu"
548,"Chennai Medical College Hospital and research centre,Irungalur,Trichy"
549,"Chettinad Hospital & Research Institute, Kanchipuram"
550,"Christian Medical College, Vellore"
551,"Coimbatore Medical College, Coimbatore"
552,"Dhanalakshmi Srinivasan Medical College and Hospital,Perambalur"
553,"ESI-PGIMSR,ESI Hospital,K.K Nagar,Chennai"
554,"Government Dharmapuri Medical College, Dharmapuri"
555,"Government Medical College & ESIC Hospital, Coimbatore, TamilNadu"
556,"Government Medical College, Omandurar"
557,"Government Medical College, Pudukottai, Tamil Nadu"
558,"Government Sivagangai Medical College, Sivaganga"
559,"Government Vellore Medical College, Vellore"
560,"IRT Perundurai Medical College, Perundurai"
561,"K A P Viswanathan Government Medical College, Trichy"
562,"KanyaKumari Government Medical College, Asaripallam"
563,"Karpaga Vinayaga Institute of Medical Sciences,Maduranthagam"
564,"Karpagam Faculty of Medical Sciences & Research, Coimbatore"
565,"Kilpauk Medical College, Chennai"
566,"Madha Medical College and Hospital, Thandalam, Chennai"
567,"Madras Medical College, Chennai"
568,"Meenakshi Medical College and Research Institute, Enathur"
569,"Mohan Kumaramangalam Medical College, Salem"
570,"PSG Institute of Medical Sciences, Coimbatore"
571,"Saveetha Medical College and Hospital, Kanchipuram"
572,"Shri Satya Sai Medical College and Research Institute, Kancheepuram"
573,"Sree Balaji Medical College and Hospital, Chennai"
574,"Sri Ramachandra Medical College & Research Institute, Chennai"
575,"Sri Muthukumaran Medical College,Chennai"
576,"SRM Medical College Hospital & Research Centre, Kancheepuram"
577,"Stanley Medical College, Chennai"
578,"Tagore Medical College and Hospital, Chennai"
579,"Thanjavur Medical College,Thanjavur"
580,"Theni Government Medical College,Theni"
581,"Thiruvarur Govt. Medical College, Thiruvarur"
582,"Thoothukudi Medical College, Thoothukudi"
583,"Tirunelveli Medical College,Tirunelveli"
584,"Velammal Medical College Hospital and Research Institute, Madurai"
585,"Vinayaka Missions Kirupananda Variyar Medical College, Salem"
586,"A.A. Govt. Arts College for Men, Namakkal"
587,"A.A. Govt. Arts College, Attur, Salem"
588,"A.M. Jain College (Men), Chennai"
589,"A.P.A. College of Arts and Culture, Palani"
590,"Arignar Anna College (Arts and Science), Krishnagiri"
591,"Arignar Anna Govt. Arts College for Women, Walajapet, Vellore"
592,"Arignar Anna Govt. Arts College, Cheyyar, Tiruvannamalai"
593,"Arignar Anna Govt. Arts College, Musiri, Trichy"
594,"Arignar Anna Govt. Arts College, Villupuram Dt"
595,"Auxilium College, Katpadi"
596,"A.A. Arts and Science College (Women), Chennai, Chennai"
597,"A.D.M. College for Women, Nagapattinam"
598,"A.E.T. College, Attur Taluk"
599,"A.J.K. College of Arts and Science, Coimbatore"
600,"A.K.C. College of Arts and Science, Virudhunagar"
601,"A.K.D. Dharmaraja's Women's College, Virudhunagar"
602,"A.N.J.A. College (Autonomous), Sivakasi"
603,"A.P.C. Mahalakshmi College for Women, Tuticorin"
604,"A.R.C. Viswanathan College, Mayiladuthurai"
605,"A.V.C. College (Autonomous), Nagapattinam"
606,"A.V.S. College of Arts and Science, Salem"
607,"A.V.V.M. Sri Pushpam College (Autonomous), Thanjavur"
608,"Abi and Abi College, Thanjavur"
609,"Adaikala Matha College, Thanjavur"
610,"Adharsh Vidyalaya College of Arts and Science for Women, Bhavani Taluk"
611,"Adhiparasakthi College of Science, Kalavai"
612,"Aditanar College of Arts and Science, Tuticorin"
613,"Aiman College of Arts and Science for Women, Trichy"
614,"Alagappa Govt. Arts College, Karaikudi"
615,"Alamelu Angappan College for Women, Komarapalayam"
616,"Alpha Arts and Science College, Chennai"
617,"Ambai Arts College, Tirunelveli"
618,"Ambiga College of Arts and Science, Madurai"
619,"Ananda College, Devakottai"
620,"Anbu Arts and Science College, Komarapalayam"
621,"Angappa College of Arts and Science, Coimbatore"
622,"Anna Adarsh College for Women, Chennai"
623,"Annai College of Arts and Science, Thanjavur"
624,"Annai Fathima College of Arts and Science, Tirumangalam"
625,"Annai Hajira Women's College, Melapalayam"
626,"Annai Theresa College of Arts and Science, Kanchipuram"
627,"Annai Veilankanni College, Kanyakumari"
628,"Annai Veilankanni's College of Arts and Science, Chennai"
629,"Annai Violet Arts and Science College, Chennai"
630,"Annai Women's College, Karur"
631,"Apollo Arts and Science College, Kanchipuram"
632,"Arakkonam Arts and Science College, Arakkonam"
633,"Arcot Sri Mahalakshmi Women's College, Vellore"
634,"Aries Arts and Science College for Women, Vadalur Taluk"
635,"Arignar Anna College, Kanyakumari"
636,"Arputha College of Arts and Science, Pudukkottai"
637,"Arul Anandar College (Autonomous), Madurai"
638,"Arulmigu Panruti Ayyan Arts and Science College, Tuticorin"
639,"Arumugam Pillai Seethai Ammal College, Sivagangai"
640,"Arun Krishna College of Arts and Science, Tiruvannamalai"
641,"Aruna Vidhya Arts and Science College, Chengam Taluk"
642,"Arungarai Amman College of Arts and Science, Karur"
643,"Attur Arts and Science College, Attur"
644,"Auxilium College of Arts and Science for Women, Alangudi Taluk"
645,"Avinashilingam University for Women (Avinashilingam Institute for Home Science and Higher Education for Women), Coimbatore"
646,"Ayyan Thiruvalluvar College of Arts and Science, Coimbatore"
647,"Bhaktavatsalam Memorial College for Women, Chennai"
648,"Bharathi's Women's College (Autonomous), Chennai"
649,"B. Padmanabhan Jayanthimala Arts and Science College, Cuddalore"
650,"B.P.J College Of Arts and Science, Cuddalore"
651,"Best Arts and Science College, Sirkali Taluk"
652,"Bharath College of Science and Management, Thanjavur"
653,"Bharathi Arts and Science College, Villupuram"
654,"Bharathidasan College of Arts and Science, Erode"
655,"Bharathiyar Arts and Science College for Women, Salem"
656,"Bishop Ambrose College, Coimbatore"
657,"Bishop Calldowell College, Tuticorin"
658,"Bishop Heber College, Trichy"
659,"Bishop Thorp College, Dharapuram"
660,"Bon Secours College for Women, Thanjavur"
661,"C. Abdul Hakkim College, Vellore"
662,"C. Kandasami Naidu College for Men, Chennai"
663,"C. Kandasamy Naidu College for Women, Cuddalore"
664,"C.B.M. College Sakethapuri, Coimbatore"
